ID,Name,KG,For Sale,Sale Price,Fert/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
10984,,22,False,0,48,nice,7,elite,Coachella,Make a Wish,Shield,Iron Claw,,Frog Green,Black Trim,Vermillion,,,3101,258.27,42,0,True
10985,,12,False,0,28,common,4,rare,,Stop Loss,,Iron Claw,,Snow White,,Royale,,,10828,97.57,35,4.99,True
10986,,42,False,0,88,common,3,rare,,,Fresh Fish,,,Nightstalker Blue,,Tangerine,,,10107,110.52,35,0,True
10987,,42,False,0,88,nice,6,rare,Grandpa,Bone Necklace,Spelunker,All Stars,,Snow White,,Turquoisey,,,4922,203.8,42,0,True
10988,,27,False,0,58,nice,5,rare,Daffy,,CD-RW,Sneaker Head,,Nightstalker Blue,,Tangerine,,,4759,207.82,42,7.96,True
10989,,1,True,120,1,nice,4,elite,Batter-Up,,Spelunker,,,Nightstalker Blue,,Royale,,,5173,198.84,42,7.75,True
10990,,32,False,0,68,common,4,elite,Fez,,,Greaves,,Snow White,,Turquoisey,,,9637,120.07,35,0,True
10991,,24,False,0,52,nice,6,rare,Dirty Bird,Bandolier,Banger,Iron Claw,,Snow White,,Farm,,,4096,223.8,42,9,True
10992,,7,False,0,18,elite,6,legendary,Daffy,Floatie Boi,Avax Banger,Sneaker Head,,Midnight,,Plum,,,256,536.72,72,0,True
10993,,24,False,0,52,nice,5,elite,Sesh Hat,,Saddle,Spurs,,Mutant Purple,,Drummies,,,3408,245.23,42,10.8,True
10994,,67,False,0,138,common,4,rare,Golden Comb,,,All Stars,,Nightstalker Blue,,Turquoisey,,,11319,85.96,35,0,True
10995,,67,False,0,138,common,4,rare,Golden Comb,,Toot-Toot,,,Mutant Purple,,Tangerine,,,9583,121.26,35,0,True
10996,,19,False,0,42,common,4,Common,,,Starfish,Red Feet,,Snow White,,Cornhusk,,,11072,92.59,35,6.9,True
10997,,27,False,0,58,elite,4,legendary,Beaker,,Black T-Shirt,,,Celestial,,Periwinkle,,,685,430.12,72,0,True
10998,,14,False,0,32,common,3,Common,,,Spork,,,Snow White,,Vermillion,,,11182,89.76,35,0,True
10999,,14,False,0,32,nice,6,elite,Green Comb,Bone Necklace,Gainz,Croqs,,Obsidian,,Miami,,,4483,214.17,42,0,True
11000,,31,False,0,66,common,5,rare,Construction Helmet,Stethoscope,The Key,,,Snow White,,Vermillion,,,6782,167.44,35,7.4,True
11001,,59,False,0,122,common,4,nice,Gentlechikn,,,Croqs,,Snow White,,Plum,,,10428,105.39,35,6.989,True
11002,,24,False,0,52,rare,5,elite,Samurai,Shoulder Armour,Tweed,,,Passion Red,,Royale,,,1648,338.15,55,12,True
11003,,2,False,0,8,common,4,nice,,Prized Coq,Spork,,,Passion Red,,Miami,,,9113,129.55,35,5.48,True
11004,,6,False,0,16,nice,4,elite,Framez,,White T-Shirt,,,Midnight,,Vibe,,,3314,248.78,42,0,True
11005,,9,False,0,22,common,4,rare,Purple Comb,,,Red Feet,,Midnight,,Vibe,,,10529,103.43,35,0,True
11006,,25,False,0,54,common,5,nice,Framez,,9-iron,Red Feet,,Snow White,,Periwinkle,,,8296,143,35,4.95,True
11007,Golden Bone Daddy,30,False,0,64,nice,4,elite,Golden Bone Daddy,,,Blue Timbs,,Obsidian,,Atlantis,,,2569,283.44,42,0,True
11008,,19,False,0,42,nice,5,elite,Construction Helmet,,Big Stick,Black Stilettos,,Nightstalker Blue,,Royale,,,5223,197.6,42,10.5,True
11009,,19,False,0,42,elite,4,legendary,Smol Brain In Jar,,,Ball'n Chain,,Celestial,,Farm,,,697,428.5,72,18.5,True
11010,,26,False,0,56,elite,5,legendary,Gentleman's Pipe,,Snib Snibs,Sneaker Head,,Passion Red,,Turquoisey,,,945,398.82,72,0,True
11011,,26,False,0,56,common,4,nice,Sesh Hat,,A Fresh Baguette,,,Passion Red,,Solana,,,7428,157.06,35,7.89,True
11012,,52,False,0,108,common,3,rare,,,,Ball'n Chain,,Frog Green,,Vermillion,,,11829,64.05,35,14,True
11013,Corporate Wage Slave,30,False,0,64,nice,4,legendary,,,Grande LeCoq,Ball'n Chain,,Nightstalker Blue,,Turquoisey,,,3498,242.09,42,0,True
11014,,23,False,0,50,nice,6,elite,SuperVillain,Bone Necklace,Starfish,All Stars,,Snow White,,Cornhusk,,,3475,242.72,42,10.69,True
11015,Operation Bokness,25,False,0,54,common,3,elite,,,Shovel,,,Obsidian,,Solana,,,9317,126.01,35,7.99,True
11016,,12,False,0,28,common,4,elite,3D Specs,,,Celestial Feet,,Obsidian,,Drummies,,,8200,144.47,35,8,True
11017,,34,False,0,72,nice,5,elite,,Shoulder Armour,GoldFish,Iron Claw,,Snow White,,Turquoisey,,,4055,224.93,42,8.25,True
11018,,24,False,0,52,nice,5,elite,Hairy Old Man,Bandolier,,All Stars,,Bullion,,Solana,,,5807,186.02,42,7.5,True
11019,,43,False,0,90,common,3,elite,OASIS,,,,,Obsidian,,Plum,,,6584,171.17,35,5.4,True
11020,,31,False,0,66,nice,6,elite,Purple Comb,Golden Pauldrons,Avax Banger,Green Feet,,Snow White,,Cornhusk,,,3505,241.95,42,8,True
11021,,32,False,0,68,nice,5,rare,PermaBull,,Gainz,,,Frog Green,Black Trim,Vibe,,,5161,199.01,42,8,True
11022,,36,False,0,76,common,4,elite,Cap,Make a Wish,,,,Frog Green,,Tangerine,,,9124,129.38,35,15,True
11023,,20,False,0,44,rare,6,legendary,Grandpa,Purple Bowtie,Snip Snips,Red Feet,,Snow White,,Cornhusk,,,1959,318.27,55,0,True
11024,,20,False,0,44,nice,5,elite,Mullet,,Shield,Blue Timbs,,Passion Red,,Miami,,,5231,197.47,42,0,True
11025,,11,False,0,26,common,3,legendary,,,,Golden Greaves,,Snow White,,Atlantis,,,7195,160.36,35,0,True
11026,,46,False,0,96,common,5,rare,Celestial Comb,,Shovel,Croqs,,Mutant Purple,,Royale,,,8396,141.31,35,0,True
11027,,46,False,0,96,nice,6,nice,Gentlechikn,Bandolier,Banger,Golden Feet,,Snow White,,Cornhusk,,,5254,196.78,42,0,True
11028,,36,False,0,76,nice,4,elite,Celestial Comb,,Breastplate,,,Snow White,,Atlantis,,,3612,238.45,42,0,True
11029,,33,False,0,70,rare,5,rare,Sunnies,Coq Tags,,,Sword Tail,Passion Red,,Royale,,,2324,296.5,55,0,True
11030,,19,False,0,42,nice,5,rare,Sombrero,Coq Tags,Gainz,,,Snow White,,Plum,,,5114,199.96,42,12,True
11031,,24,False,0,52,nice,5,elite,Chef,,GoldFish,Celestial Feet,,Bullion,,Miami,,,2601,281.68,42,14.9,True
11032,,28,False,0,60,legendary,7,legendary,Sombrero,Bitcoin Maxi,Omelette,Buckaroo,,Mutant Purple,Space Trim,Cornhusk,,,113,599.12,130,89.88,True
11033,,18,False,0,40,common,4,elite,,,,Greaves,,Frog Green,Blue Trim,Periwinkle,,,10270,107.55,35,0,True
11034,,19,False,0,42,common,4,nice,Mullet,,,Green Feet,,Nightstalker Blue,,Turquoisey,,,10591,102.28,35,0,True
11035,,6,False,0,16,nice,4,elite,Purple Comb,,Tweed,,,Frog Green,,Plum,,,3662,236.69,42,0,True
11036,,6,False,0,16,common,5,elite,Roodboi Rootie,Chick Magnet,,Celestial Feet,,Snow White,,Royale,,,7682,153.03,35,0,True
11037,,23,False,0,50,common,4,rare,Sesh Hat,Sash,,,,Mutant Purple,,Periwinkle,,,9909,114.13,35,5.3,True
11038,,30,False,0,64,nice,6,rare,Coachella,Shoulder Armour,Big Stick,Celestial Feet,,Passion Red,,Plum,,,4985,202.54,42,8.5,True
11039,,23,False,0,50,nice,3,elite,Winterproof,,,,,Passion Red,,Galactic Glitch,,,3437,244.33,42,0,True
11040,,33,False,0,70,common,3,nice,Gentlechikn,,,,,Snow White,,Tangerine,,,10892,96.57,35,0,True
11041,,36,False,0,76,rare,6,legendary,Gentleman's Pipe,a little rag,Grande LeCoq,Celestial Feet,,Snow White,,Tangerine,,,2002,315.12,55,0,True
11042,,11,False,0,26,common,4,rare,Gentleman's Pipe,,9-iron,,,Midnight,,Plum,,,7953,148.33,35,15,True
11043,,14,False,0,32,rare,5,elite,,,Zippo,Blue Timbs,Big Mama Fat Pipes,Nightstalker Blue,,Periwinkle,,,2287,298.45,55,0,True
11044,,14,False,0,32,elite,4,legendary,Smol Brain In Jar,Sash,,,,Frog Green,,Vaporwave Glitch,,,294,522.21,72,0,True
11045,,31,False,0,66,common,4,rare,Green Comb,,Spelunker,,,Snow White,,Vibe,,,9357,125.38,35,7,True
11046,,35,False,0,74,nice,5,elite,Purple Comb,,GoldFish,Spurs,,Passion Red,,Turquoisey,,,4511,213.41,42,14.5,True
11047,,69,False,0,142,nice,5,rare,3D Specs,a little rag,Banjo,,,Frog Green,,Turquoisey,,,5664,188.52,42,0,True
11048,,69,False,0,142,nice,5,rare,Framez,,Hoops,,,Mutant Purple,Blue Trim,Field,,,4834,205.95,42,0,True
11049,,67,False,0,138,common,5,Common,,Red Bowtie,Shovel,Red Feet,,Snow White,,Plum,,,9722,118.42,35,0,True
11050,,67,False,0,138,nice,5,elite,SuperVillain,,Rubber chikn,Celestial Feet,,Frog Green,,Periwinkle,,,4633,210.47,42,0,True
11051,,24,False,0,52,common,4,rare,,a little rag,,Celestial Feet,,Mutant Purple,,Vermillion,,,11499,79.39,35,15,True
11052,,22,False,0,48,common,4,rare,3D Specs,Prized Coq,,,,Midnight,,Turquoisey,,,9621,120.34,35,7,True
11053,,33,False,0,70,nice,6,rare,Purple Comb,Red Bowtie,McFly,Golden Feet,,Mutant Purple,,Turquoisey,,,5471,192.54,42,6.9,True
11054,,33,False,0,70,nice,5,elite,SuperVillain,Bone Necklace,Big Stick,,,Frog Green,,Plum,,,4007,226.74,42,6.64,True
11055,,20,False,0,44,elite,5,legendary,,,Zippo,Green Feet,,Nightstalker Blue,Space Trim,Atlantis,,,519,461.19,72,0,True
11056,,19,False,0,42,common,4,nice,,Red Bowtie,Katana,,,Snow White,,Miami,,,8866,133.88,35,0,True
11057,,26,False,0,56,rare,5,elite,Hipster,Golden Pauldrons,,Golden Feet,,Snow White,,Miami,,,2391,292.42,55,9.6,True
11058,,14,False,0,32,common,5,nice,Woody,,Shield,Iron Claw,,Nightstalker Blue,,Cornhusk,,,6799,167.14,35,7.7,True
11059,,10,False,0,24,common,5,rare,Purple Comb,,Katana,Sneaker Head,,Nightstalker Blue,,Cornhusk,,,8628,137.6,35,0,True
11060,,22,False,0,48,common,5,nice,PermaBull,,Home Run,Buckaroo,,Frog Green,,Turquoisey,,,6661,169.51,35,7,True
11061,,1,False,0,1,nice,6,elite,3D Specs,Sash,Gainz,Black Stilettos,,Snow White,,Cornhusk,,,4954,203.26,42,7.5,False
11062,,9,False,0,22,nice,6,nice,,Lei,Big Stick,Red Feet,Smokestack,Frog Green,,Cornhusk,,,5884,184.54,42,0,True
11063,,17,False,0,38,rare,5,elite,CRT,,Hoops,Blue Timbs,,Midnight,,Venus,,,1000,392.8,55,0,True
11064,,25,False,0,54,common,4,nice,Golden Comb,,,,Smokestack,Frog Green,,Periwinkle,,,9530,122.1,35,8.7999,True
11065,,21,False,0,46,common,4,nice,Celestial Comb,,Shovel,,,Passion Red,,Vermillion,,,9628,120.22,35,0,True
11066,Bela the Boxhead,43,False,0,90,elite,7,legendary,Boxhead,Clockchain,Banjo,Sneaker Head,,Snow White,Avax Trim,Cornhusk,,,267,533.54,72,41,True
11067,,20,False,0,44,common,4,rare,,Lei,Banger,,,Mutant Purple,,Vibe,,,8812,134.51,35,7.25,True
11068,Vitalikok,82,False,0,168,rare,6,elite,Laser Eye,Chick Magnet,Human Growth Hormones,Red Feet,,Passion Red,,Turquoisey,,,2060,311.62,55,15,True
11069,,20,False,0,44,nice,4,elite,,Bandolier,Floppy Disk,,,Snow White,,Farm,,,4990,202.45,42,6.8,True
11070,,10,False,0,24,legendary,8,elite,Fez,Lei,Shovel,Red Feet,Foliage,Obsidian,Atlantis Trim,Venus,,,174,570.84,130,0,True
11071,,26,False,0,56,common,3,nice,,,Love Balloon,,,Frog Green,,Tangerine,,,10454,104.83,35,15,True
11072,,6,False,0,16,nice,5,elite,Happy Birthday,a little rag,Breastplate,,,Snow White,,Solana,,,3312,248.87,42,20,True
11073,,25,False,0,54,nice,4,elite,Hipster,Make a Wish,,,,Nightstalker Blue,,Vermillion,,,5232,197.45,42,0,True
11074,,22,False,0,48,nice,7,elite,Samurai,Purple Bowtie,Sword,Green Feet,,Bullion,Blue Trim,Miami,,,2432,289.71,42,14.9,True
11075,,19,False,0,42,common,5,rare,Winterproof,,Sword,Green Feet,,Snow White,,Farm,,,6516,172.39,35,14.3,True
11076,,18,False,0,40,common,3,elite,,Bitcoin Maxi,,,,Passion Red,,Miami,,,7727,152.26,35,14.3,True
11077,,38,False,0,80,rare,5,legendary,Beret,,Grande LeCoq,Greaves,,Mutant Purple,,Vulcan,,,1245,370.41,55,0,True
11078,,37,False,0,78,legendary,8,legendary,Construction Helmet,Bandolier,Bone,Spurs,Concorde,Nightstalker Blue,Blue Trim,Farm,,,51,683.86,130,58,True
11079,,14,False,0,32,rare,6,elite,Gentlechikn,,,Blue Timbs,Sword Tail,Frog Green,Black Trim,Royale,,,1695,334.44,55,0,True
11080,,17,False,0,38,common,3,elite,,,,Black Stilettos,,Frog Green,,Plum,,,11403,83.11,35,13.9,True
11081,,19,False,0,42,common,5,nice,PermaBull,,Shovel,Celestial Feet,,Frog Green,,Periwinkle,,,7385,157.64,35,14.3,True
11082,,24,False,0,52,common,5,elite,Gentleman's Pipe,Make a Wish,,Golden Feet,,Snow White,,Periwinkle,,,8758,135.59,35,0,True
11083,,10,False,0,24,common,4,nice,Beanie,,Big Ol' Corn Cob,,,Snow White,,Solana,,,7887,149.44,35,0,True
11084,,15,False,0,34,nice,6,nice,Framez,Bandolier,Big Stick,Red Feet,,Frog Green,,Plum,,,5318,195.49,42,6.69,True
11085,,32,False,0,68,common,4,elite,,,,Iron Claw,,Bullion,Avax Trim,Plum,,,10003,112.34,35,0,True
11086,,1,False,0,1,nice,5,rare,Samurai,Bone Necklace,9-iron,,,Snow White,,Periwinkle,,,5227,197.51,42,5.1,False
11087,,13,False,0,30,common,3,rare,,,,Buckaroo,,Midnight,,Venus,,,11173,89.92,35,14.9,True
11088,,6,False,0,16,common,4,nice,Golden Comb,Lei,,,,Snow White,,Cornhusk,,,11293,86.78,35,0,True
11089,Cersei Hannister,24,False,0,52,elite,5,legendary,SuperVillain,,,Red Stilettos,Scorpion King,Passion Red,,Turquoisey,,,500,466.29,72,18,True
11090,,46,False,0,96,rare,6,elite,Construction Helmet,,Tweed,Iron Claw,,Frog Green,Blue Trim,Venus,,,1560,345.17,55,0,True
11091,,46,False,0,96,common,4,elite,Hairy Old Man,,,Black Stilettos,,Mutant Purple,,Plum,,,9059,130.67,35,0,True
11092,,24,False,0,52,rare,6,elite,Hairy Old Man,,Home Run,Celestial Feet,,Nightstalker Blue,Atlantis Trim,Venus,,,1545,346.36,55,8.5,True
11093,3-trick Chikn,41,True,55,86,common,3,elite,,,Saddle,,,Snow White,,Periwinkle,,,8605,137.98,35,5.8,True
11094,,69,False,0,142,nice,5,rare,Sunnies,,,Green Feet,Off Grid,Mutant Purple,,Periwinkle,,,2654,278.7,42,0,True
11095,,69,False,0,142,nice,5,legendary,Woody,,Home Run,Rugged,,Snow White,,Cornhusk,,,3774,233.89,42,0,True
11096,,29,False,0,62,common,3,nice,3D Specs,,,,,Passion Red,,Plum,,,11277,87.19,35,29,True
11097,,33,False,0,70,nice,4,legendary,Chef,,,Red Feet,,Snow White,,Vaporwave Glitch,,,2796,272.24,42,11,True
11098,,25,False,0,54,common,3,Common,,,,Red Feet,,Snow White,,Vermillion,,,11987,49.44,35,8.5,True
11099,,21,False,0,46,nice,6,rare,3D Specs,Joseph Drip,9-iron,Ball'n Chain,,Snow White,,Field,,,4267,219.29,42,0,True
11100,,23,False,0,50,common,4,rare,,Sash,Hoops,,,Midnight,,Periwinkle,,,9013,131.44,35,0,True
11101,,21,False,0,46,common,3,nice,Gentleman's Pipe,,,,,Passion Red,,Cornhusk,,,11279,87.16,35,37,True
11102,,38,False,0,80,nice,6,rare,Chef,Joseph Drip,Rubber chikn,Golden Feet,,Snow White,,Cornhusk,,,4582,211.53,42,12.5,True
11103,,24,True,125,52,rare,7,elite,PermaBull,a little rag,Gameboi,Green Feet,,Snow White,Black Trim,Cornhusk,,,1564,344.81,55,0,True
11104,,34,False,0,72,common,4,elite,Snorkel,Prized Coq,,,,Obsidian,,Plum,,,8993,131.58,35,0,True
11105,,67,False,0,138,nice,5,rare,,,Rubber chikn,Buckaroo,chikn Jockey,Snow White,,Farm,,,5933,183.46,42,0,True
11106,,67,False,0,138,common,4,rare,Coqpit Commander,Stethoscope,,,,Mutant Purple,,Tangerine,,,9648,119.7,35,0,True
11107,,33,False,0,70,common,6,nice,Gentleman's Pipe,Coq Tags,Shovel,Green Feet,,Snow White,,Tangerine,,,6243,177.5,35,14.3,True
11108,,14,False,0,32,elite,5,legendary,Gentleman's Pipe,Stop Loss,Dad Shirt,,,Passion Red,,Galactic,,,709,427.22,72,0,True
11109,,40,False,0,84,common,5,rare,Roodboi Rootie,,CD-RW,Buckaroo,,Midnight,,Periwinkle,,,6335,175.68,35,0,True
11110,,1,False,0,1,common,4,rare,Mullet,,,All Stars,,Mutant Purple,,Periwinkle,,,10095,110.66,35,5,True
11111,,7,False,0,18,common,5,nice,Mullet,,Avax Banger,Golden Feet,,Snow White,,Turquoisey,,,7489,156.04,35,0,True
11112,,10,False,0,24,elite,7,elite,Batter-Up,Chick Magnet,A Fresh Baguette,Croqs,,Passion Red,Atlantis Trim,Vermillion,,,633,438.75,72,0,True
11113,,10,False,0,24,nice,5,elite,Gas Mask,,Katana,Green Feet,,Frog Green,,Vibe,,,3228,252.53,42,0,True
11114,,6,False,0,16,common,4,rare,,,Zippo,Iron Claw,,Snow White,,Periwinkle,,,9696,118.85,35,0,True
11115,,6,False,0,16,common,5,rare,Roodboi Rootie,,,Ball'n Chain,,Snow White,Avax Trim,Cornhusk,,,8616,137.86,35,0,True
11116,,22,False,0,48,elite,5,legendary,Boxhead,,Katana,Green Feet,,Snow White,,Cornhusk,,,840,411.2,72,20,True
11117,,32,False,0,68,nice,5,legendary,Gentleman's Pipe,,Big Stick,Rugged,,Snow White,,Plum,,,4099,223.78,42,0,True
11118,,46,False,0,96,nice,6,rare,Winterproof,Stethoscope,McFly,Red Feet,,Snow White,,Tangerine,,,4563,212,42,0,True
11119,,46,False,0,96,rare,6,elite,Golden Bone Daddy,Joseph Drip,Zippo,Sneaker Head,,Snow White,,Farm,,,1613,341.96,55,0,True
11120,,38,False,0,80,rare,6,rare,Coachella,,Starfish,All Stars,Big Mama Fat Pipes,Mutant Purple,,Periwinkle,,,1804,327.83,55,7.48,True
11121,,17,False,0,38,nice,5,elite,Mullet,,Saddle,Sneaker Head,,Snow White,,Vibe,,,3973,227.77,42,20,True
11122,,23,False,0,50,common,3,nice,Golden Comb,,,,,Snow White,,Solana,,,11378,84.1,35,0,True
11123,,23,True,1500,50,rare,5,elite,Golden Templar,Prized Coq,Not Football,,,Midnight,,Tangerine,,,1215,372.98,55,7,True
11124,,36,False,0,76,nice,5,elite,Roodboi Rootie,Red Bowtie,Starfish,,,Snow White,,Atlantis,,,4386,216.47,42,8,True
11125,,34,False,0,72,common,4,rare,Dirty Bird,,,All Stars,,Snow White,,Plum,,,10758,98.74,35,18,True
11126,,69,False,0,142,rare,7,legendary,Construction Helmet,Make a Wish,Snip Snips,Buckaroo,,Mutant Purple,Black Trim,Periwinkle,,,1006,392.35,55,0,True
11127,,69,False,0,142,rare,6,elite,PermaBull,Prized Coq,,Ball'n Chain,Sword Tail,Frog Green,,Vulcan,,,1278,367.49,55,0,True
11128,,67,False,0,138,common,3,rare,Rosebud,,,,,Snow White,,Periwinkle,,,9758,117.57,35,0,True
11129,,67,False,0,138,rare,5,elite,Jell-O,,Fancy Sword,Blue Timbs,,Nightstalker Blue,,Vermillion,,,2395,292.11,55,0,True
11130,,16,False,0,36,common,5,nice,Mullet,Red Bowtie,The Key,,,Passion Red,,Vermillion,,,6569,171.51,35,0,True
11131,,16,False,0,36,elite,5,legendary,Golden Comb,Floatie Boi,Avax Banger,,,Nightstalker Blue,,Cornhusk,,,652,435.29,72,0,True
11132,,29,False,0,62,common,4,nice,,,Spork,Golden Feet,,Passion Red,,Periwinkle,,,10682,100.21,35,7.5,True
11133,,16,False,0,36,nice,5,elite,Mullet,Sash,Boombox,,,Passion Red,,Vibe,,,3835,231.78,42,0,True
11134,,16,False,0,36,elite,7,legendary,Rosebud,Sash,Dad Shirt,Iron Claw,,Snow White,Avax Trim,Vermillion,,,794,416.19,72,0,True
11135,,16,False,0,36,legendary,8,legendary,Construction Helmet,Sash,McFly,Croqs,Scorpion King,Mutant Purple,Black Trim,Drummies,,,78,646.76,130,0,True
11136,,23,False,0,50,nice,7,nice,Golden Comb,Stethoscope,Shovel,Celestial Feet,Gas Guzzler,Frog Green,,Tangerine,,,4158,222.17,42,0,True
11137,,22,False,0,48,common,3,rare,Dirty Bird,,,,,Midnight,,Miami,,,9615,120.45,35,7.39,True
11138,,10,False,0,24,common,4,elite,OASIS,,,Buckaroo,,Passion Red,,Periwinkle,,,6753,167.83,35,0,True
11139,,20,False,0,44,nice,5,elite,,Red Bowtie,Love Balloon,Golden Feet,,Nightstalker Blue,,Atlantis,,,5705,187.59,42,8,True
11140,,26,False,0,56,common,4,rare,Framez,,Banjo,,,Mutant Purple,,Tangerine,,,6431,174.07,35,7.49,True
11141,,21,False,0,46,common,3,rare,,,,All Stars,,Snow White,,Vibe,,,11660,72.64,35,0,True
11142,,21,False,0,46,common,5,nice,Mullet,,,Green Feet,,Frog Green,Blue Trim,Cornhusk,,,8770,135.37,35,0,True
11143,,27,False,0,58,common,3,elite,,,,Spurs,,Passion Red,,Turquoisey,,,11867,60.13,35,0,True
11144,Dark Chocolate,36,False,0,76,common,3,elite,,,,Sneaker Head,,Obsidian,,Miami,,,11021,93.56,35,5.5,True
11145,,35,False,0,74,common,3,nice,Laser Eye,,,,,Passion Red,,Periwinkle,,,11189,89.55,35,18.56,True
11146,,18,False,0,40,common,5,rare,Purple Comb,,Rubber chikn,Golden Feet,,Mutant Purple,,Cornhusk,,,8554,139,35,0,True
11147,,22,False,0,48,common,5,rare,3D Specs,,Banger,All Stars,,Nightstalker Blue,,Tangerine,,,7160,160.85,35,0,True
11148,,31,False,0,66,common,3,rare,,,,Buckaroo,,Mutant Purple,,Cornhusk,,,11926,57.72,35,7.95,True
11149,,16,False,0,36,common,4,elite,,Prized Coq,,Iron Claw,,Snow White,,Atlantis,,,9250,127.24,35,0,True
11150,,16,False,0,36,common,4,elite,,Bitcoin Maxi,,Blue Timbs,,Frog Green,,Tangerine,,,6984,163.87,35,0,True
11151,Mayweather,34,False,0,72,common,5,rare,Golden Comb,Stop Loss,Starfish,,,Snow White,,Periwinkle,,,7535,155.38,35,0,True
11152,,5,False,0,14,common,5,nice,Coachella,,Shovel,Celestial Feet,,Passion Red,,Plum,,,7718,152.41,35,0,True
11153,,5,False,0,14,common,5,nice,Coqpit Commander,,,Red Feet,,Snow White,Blue Trim,Cornhusk,,,9229,127.7,35,0,True
11154,,10,False,0,24,rare,4,legendary,,Avax Degen,,Sneaker Head,,Midnight,,Field,,,1655,337.7,55,0,True
11155,,10,False,0,24,common,4,elite,Chrome Dome,,,Greaves,,Passion Red,,Turquoisey,,,8992,131.59,35,0,True
11156,Davey Coqett,38,False,0,80,nice,7,elite,Hairy Old Man,Clockchain,Shovel,Blue Timbs,chikn Jockey,Snow White,,Tangerine,,,2897,267.23,42,10,True
11157,,12,False,0,28,nice,6,rare,Chef,Red Bowtie,Spelunker,All Stars,,Snow White,,Turquoisey,,,5671,188.39,42,0,False
11158,,32,False,0,68,nice,5,elite,Quarterback,Sash,,Sneaker Head,,Frog Green,,Turquoisey,,,3021,262.12,42,7,True
11159,,20,False,0,44,nice,6,elite,Construction Helmet,Bitcoin Maxi,Bone,Green Feet,,Snow White,,Vermillion,,,2738,275.01,42,0,True
11160,,20,False,0,44,nice,6,elite,Gentlechikn,Joseph Drip,Saddle,,,Snow White,Blue Trim,Turquoisey,,,2881,268.21,42,0,True
11161,,27,False,0,58,common,3,nice,,Prized Coq,,,,Passion Red,,Miami,,,11411,82.82,35,0,True
11162,,26,False,0,56,nice,5,rare,Coqpit Commander,,Shield,Ball'n Chain,,Snow White,,Farm,,,5470,192.54,42,0,True
11163,,33,False,0,70,nice,6,rare,Rosebud,Bandolier,Big Stick,Celestial Feet,,Frog Green,,Turquoisey,,,3929,228.94,42,8,True
11164,,10,False,0,24,nice,5,rare,Rosebud,Stethoscope,Banger,,,Snow White,,Royale,,,5168,198.89,42,0,True
11165,,39,False,0,82,common,5,rare,Snorkel,Purple Bowtie,,Ball'n Chain,,Snow White,,Cornhusk,,,9183,128.42,35,0,True
11166,,39,False,0,82,common,5,elite,PermaBull,Red Bowtie,,Blue Timbs,,Mutant Purple,,Tangerine,,,7704,152.61,35,0,True
11167,,10,False,0,24,common,4,rare,,Joseph Drip,Spelunker,,,Snow White,,Cornhusk,,,9623,120.29,35,0,True
11168,,9,False,0,22,nice,5,elite,SuperVillain,,Lord Quas,Golden Feet,,Passion Red,,Farm,,,3717,235.15,42,0,True
11169,,9,False,0,22,common,5,rare,Beret,Shoulder Armour,,Sneaker Head,,Midnight,,Cornhusk,,,7014,163.47,35,0,True
11170,,26,False,0,56,common,4,rare,Gentlechikn,,Big Stick,,,Snow White,,Vibe,,,7263,159.18,35,6.748,True
11171,,20,False,0,44,common,4,rare,Roodboi Rootie,Shoulder Armour,,,,Passion Red,,Cornhusk,,,8925,132.74,35,6.98,True
11172,,6,False,0,16,common,4,rare,,a little rag,Rubber chikn,,,Snow White,,Turquoisey,,,9568,121.52,35,0,True
11173,,6,False,0,16,common,3,rare,,Red Bowtie,,,,Mutant Purple,,Plum,,,11775,66.15,35,0,True
11174,,46,False,0,96,rare,6,rare,Woody,Coq Tags,,Buckaroo,Off Grid,Mutant Purple,,Vibe,,,1702,333.82,55,0,True
