ID,Name,KG,For Sale,Sale Price,EGG/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
2204,,46,False,0,12.25,common,6,rare,top of the morning,avax bling,,green feet,gas guzzler,rustic brown,,plum,,,5874,134.89,93,0,True
2205,,47,False,0,12.5,common,5,nice,,avax bling,hentai,,led,mutant purple,,venus,,,6823,122.92,93,0,True
2206,,42,False,0,11.25,elite,7,rare,blue mage,ethereum gwei guzzler,big ol corn cob,red feet,,frognation green,black trim,royale,,,714,270.25,145,0,True
2207,,42,False,0,11.25,elite,5,elite,murica,,human growth hormones,red feet,,rustic brown,,turquoisey,,,360,317.75,145,0,True
2208,,47,False,0,12.5,common,5,Common,purple sweatband,chicken choker,,green feet,,rustic brown,,vermillion,,,8358,104.18,93,119.9,True
2209,,45,False,0,12,rare,5,elite,avax safety officer,,,,golden plumage,mutant purple,cloud trim,cornhusk,,,1686,214.89,138,32,True
2210,,36,False,0,9.75,elite,7,elite,avax safety officer,second head,fresh fish,,red plumage,mutant purple,space trim,vermillion,,,271,339.63,145,0,True
2211,,47,False,0,12.5,common,5,nice,sucker,avax bling,,purple feet,,nightstalker blue,,tangerine,,,6544,126.31,93,0,True
2212,,42,False,0,11.25,elite,8,elite,gentleman's pipe,red bowtie,peacemaker,purple feet,very fresh egg,crystalé,avax trim,cornhusk,,,214,360.55,145,0,True
2213,,42,False,0,11.25,rare,6,elite,luckiest red cap,,big bag of cash,red feet,orange plumage,rustic brown,,turquoisey,,,976,252.24,138,0,True
2214,,43,False,0,11.5,nice,7,nice,admiral,avax bling,hentai,green feet,led,gameboy,,cornhusk,,,3058,177.97,95,0,True
2215,,47,False,0,12.5,common,5,nice,moustache,,,purple feet,led,frognation green,,royale,,,7242,117.82,93,0,True
2216,Queen Lilibet,43,False,0,11.5,common,5,rare,,chains for days,summer days,green feet,,passion red,,miami,,,8193,106.26,93,23,True
2217,,41,False,0,11,rare,5,legendary,pixel cigarette,avax degen,blue bag,,,mutant purple,,periwinkle,,,1459,225.2,138,30,True
2218,Halo,38,False,0,10.25,nice,6,rare,saint,purple bowtie,,blue feet,nyan,mutant purple,,turquoisey,,,3967,161.84,95,31,True
2219,,10,False,0,3.25,common,6,Common,blue mage,hairy old man,old fashioned romance,blue feet,,mutant purple,,cornhusk,,,8165,106.54,93,30,True
2220,,33,False,0,9,elite,5,elite,laser eye,bitcoin maxi,,,,passion red,blue trim,venus,,,381,313.58,145,167,True
2221,,43,False,0,11.5,nice,5,elite,,,action shorts,purple feet,,rustic brown,avax trim,royale,,,3943,162.1,95,0,True
2222,,43,False,0,11.5,rare,7,rare,covid safe,chains for days,midas muscles,red feet,red plumage,pixel-chan,,tangerine,,,1318,232.9,138,0,True
2223,,43,False,0,11.5,rare,7,rare,uniquehorn,chains for days,midas muscles,purple feet,gas guzzler,mutant purple,,solana,,,1132,243.1,138,0,True
2224,,29,False,0,8,rare,5,elite,low vision admiral,,a fresh baguette,purple feet,,passion red,,moon,,,1455,225.35,138,0,True
2225,,28,False,0,7.75,common,5,nice,sucker,hairy old man,summer days,,,passion red,,tangerine,,,7979,108.95,93,0,True
2226,,28,False,0,7.75,common,5,nice,low vision admiral,hairy old man,summer days,,,rustic brown,,vermillion,,,5700,137.03,93,0,True
2227,,38,False,0,10.25,common,6,rare,blue mage,dollar chain,,blue feet,,passion red,avax trim,vibe,,,5010,146.45,93,27,True
2228,,37,False,0,10,common,5,Common,moustache,,human growth hormones,green feet,,rustic brown,,plum,,,7466,115.05,93,32,True
2229,,46,False,0,12.25,common,5,nice,,,summer days,blue feet,red plumage,gameboy,,plum,,,9307,89.11,93,1.39,True
2230,,46,False,0,12.25,common,4,nice,,,summer days,blue feet,,frognation green,,vermillion,,,9984,59.72,93,1.39,True
2231,,34,False,0,9.25,common,4,rare,covid safe,,blue bag,,,bullion,,plum,,,6263,129.75,93,17.5,True
2232,,35,False,0,9.5,common,6,rare,gentleman's pipe,hairy old man,a fresh baguette,,very fresh egg,rustic brown,,nugget,,,6059,132.67,93,38.88,True
2233,🐣,27,False,0,7.5,nice,5,rare,golden blonde,,,green kicks,liarliar,rustic brown,,cornhusk,,,3408,170.87,95,0,True
2234,,45,False,0,12,nice,5,nice,low vision admiral,,a fresh baguette,,red plumage,frognation green,,turquoisey,,,4743,150.21,95,30,True
2235,,45,False,0,12,rare,5,legendary,,chicken choker,big ol corn cob,purple feet,,celestial,,nugget,,,1975,205.13,138,150,True
2236,,46,False,0,12.25,common,6,nice,,ethereum bling,human growth hormones,purple feet,,rustic brown,blue trim,tangerine,,,5318,142.31,93,10.5,True
2237,,43,False,0,11.5,common,5,nice,,dollar chain,summer days,green feet,,rustic brown,,venus,,,8491,102.32,93,31.69,True
2238,,25,False,0,7,nice,5,elite,cool dude 69,avax bling,,,golden plumage,gameboy,,cornhusk,,,4861,148.53,95,20,True
2239,,33,False,0,9,common,6,nice,red mage,,blue bag,red feet,very fresh egg,passion red,,vermillion,,,7011,120.68,93,23,True
2240,,30,False,0,8.25,elite,5,legendary,construction helmet,second head,summer days,,,celestial,,cornhusk,,,524,290.59,145,34.9,True
2241,,37,False,0,10,common,5,nice,,,a fresh baguette,purple feet,red plumage,gameboy,,royale,,,8083,107.47,93,29,True
2242,,32,False,0,8.75,common,4,nice,nerdlinger,,big ol corn cob,,,gameboy,,cornhusk,,,8262,105.33,93,9.9,True
2243,,45,False,0,12,common,5,nice,deal with it,,blue bag,blue feet,,passion red,,vermillion,,,9198,91.06,93,49.5,True
2244,Joe,42,False,0,11.25,legendary,5,legendary,daft punk,wage slave,,red feet,,rustic brown,,farm,,,37,501.3,300,0,True
2245,,43,False,0,11.5,rare,7,elite,moustache,avax bling,blue bag,swashbucklers,,nightstalker blue,avax trim,turquoisey,,,1457,225.29,138,0,True
2246,,43,False,0,11.5,nice,5,elite,cheeky redhead,hairy old man,,,golden plumage,rustic brown,,cornhusk,,,2994,179.32,95,0,True
2247,,42,False,0,11.25,legendary,3,legendary,tungsten cube,,,,,frognation green,,plum,,,96,438.96,300,0,True
2248,,43,False,0,11.5,nice,4,elite,mfd,,,,golden plumage,mutant purple,,cornhusk,,,3691,165.99,95,0,True
2249,,41,False,0,11,common,5,nice,savage beast,,fresh fish,blue kicks,,rustic brown,,periwinkle,,,5812,135.66,93,40,True
2250,,25,False,0,7,common,4,nice,,,summer days,blue feet,,frognation green,,tangerine,,,9908,68.64,93,18,True
2251,,31,False,0,8.5,nice,6,nice,gentleman's pipe,purple bowtie,,black vans,liarliar,rustic brown,,venus,,,4866,148.42,95,0,True
2252,,37,False,0,10,common,5,rare,,,blue bag,red feet,golden egg,rustic brown,,cornhusk,,,8705,99.08,93,10,True
2253,,26,False,0,7.25,rare,6,elite,low vision admiral,wage slave,,blue kicks,very fresh egg,nightstalker blue,,farm,,,1436,226.02,138,33,True
2254,,36,False,0,9.75,common,4,nice,low vision admiral,chains for days,,,,nightstalker blue,,cornhusk,,,5277,142.85,93,2,True
2255,,45,False,0,12,nice,6,nice,frothy crown,,summer days,blue kicks,liarliar,mutant purple,,cornhusk,,,3236,174.01,95,33.5,True
2256,,46,False,0,12.25,common,4,rare,,,,green feet,nyan,passion red,,vibe,,,9722,78.58,93,15,True
2257,,33,False,0,9,nice,5,rare,admiral,,,purple leather boots,led,nightstalker blue,,solana,,,3740,165.24,95,5,True
2258,,35,False,0,9.5,nice,5,rare,uniquehorn,,popsicle,red feet,,pixel-chan,,venus,,,4744,150.19,95,23.5,True
2259,,42,False,0,11.25,common,5,rare,,chains for days,big ol corn cob,blue feet,,passion red,,miami,,,8600,100.56,93,37,True
2260,,26,False,0,7.25,common,4,nice,,,cutlass,blue feet,,nightstalker blue,,cornhusk,,,9817,74.04,93,3,True
2261,,36,False,0,9.75,common,5,nice,cool dude 69,,blue bag,,nyan,frognation green,,solana,,,7483,114.89,93,2,True
2262,,25,False,0,7,nice,3,elite,lucky blue cap,,,,,crystalé,,tangerine,,,3234,174.04,95,4,True
2263,,33,False,0,9,common,3,rare,,,,green kicks,,passion red,,cornhusk,,,7532,114.47,93,34,True
2264,,32,False,0,8.75,common,5,nice,,chicken choker,cutlass,red vans,,mutant purple,,vermillion,,,6162,131.23,93,0,True
2265,,42,False,0,11.25,nice,5,elite,nerdlinger,black bandana,,,led,crystalé,,cornhusk,,,3855,163.51,95,0,True
2266,,41,False,0,11,common,5,rare,uniquehorn,black bandana,a fresh baguette,,,nightstalker blue,,royale,,,6438,127.58,93,0,True
2267,,40,False,0,10.75,common,5,rare,nerdlinger,red bandana,,blue feet,,mutant purple,,royale,,,6713,124.35,93,32.5,True
2268,,38,False,0,10.25,common,4,elite,,purple bowtie,,blue feet,,crystalé,,vermillion,,,8780,98.07,93,12.75,True
2269,,42,False,0,11.25,nice,5,elite,,purple bowtie,,red vans,very fresh egg,frognation green,,moon,,,3415,170.67,95,0,True
2270,,7,False,0,2.5,common,5,rare,,avax bling,a fresh baguette,,gas guzzler,nightstalker blue,,solana,,,8078,107.55,93,4.49,True
2271,,29,False,0,8,common,4,elite,,,summer days,blue feet,,nightstalker blue,,farm,,,7730,112,93,19.9,True
2272,,33,False,0,9,common,5,elite,,dollar chain,,green feet,,frognation green,avax trim,farm,,,5019,146.3,93,33,True
2273,Jerry,43,False,0,11.5,nice,7,nice,gentleman's pipe,hairy old man,fresh fish,black vans,,passion red,blue trim,venus,,,2021,203.52,95,10,True
2274,,32,False,0,8.75,nice,5,elite,maverick,dollar chain,,blue feet,,frognation green,,farm,,,4247,157.53,95,31,True
2275,,35,False,0,9.5,nice,6,rare,deal with it,,midas muscles,,red plumage,nightstalker blue,avax trim,vermillion,,,3096,177.02,95,27.42,True
2276,,29,False,0,8,common,5,rare,,purple bowtie,,red feet,golden egg,passion red,,cornhusk,,,8848,97.22,93,26,True
2277,,27,False,0,7.5,nice,5,elite,moustache,dollar chain,,,orange plumage,passion red,,cloud,,,4908,147.86,95,6.65,True
2278,,23,False,0,6.5,common,4,nice,,,big ol corn cob,,led,rustic brown,,solana,,,9548,83.59,93,0,True
2279,,24,False,0,6.75,legendary,7,elite,top of the morning,bitcoin maxi,karate kid,swashbucklers,very fresh egg,frognation green,,miami,,,101,436.05,300,0,True
2280,,24,False,0,6.75,nice,6,rare,goose,hairy old man,,blue kicks,orange plumage,passion red,,royale,,,2296,195.63,95,0,True
2281,,53,False,0,14,nice,5,rare,mysterious fez,,blue bag,comfortable uggs,,rustic brown,,cornhusk,,,2209,198.24,95,18.9,True
2282,Coq-A-Saurus,85,False,0,22,nice,6,rare,admiral,chains for days,human growth hormones,red vans,,frognation green,,nugget,,,2714,185.17,95,4.45,True
2283,,31,False,0,8.5,nice,6,rare,cheeky redhead,wage slave,,green feet,nyan,mutant purple,,venus,,,2711,185.2,95,3,True
2284,,46,False,0,12.25,common,4,nice,frothy crown,,big ol corn cob,,,rustic brown,,cornhusk,,,5880,134.83,93,0,True
2285,,43,False,0,11.5,nice,7,nice,nerdlinger,purple bowtie,summer days,purple feet,led,frognation green,,periwinkle,,,3937,162.15,95,0,True
2286,,47,False,0,12.5,common,5,nice,construction helmet,,cutlass,green feet,,passion red,,vermillion,,,7214,118.12,93,0,True
2287,,47,False,0,12.5,common,6,elite,,avax bling,old fashioned romance,,liarliar,rustic brown,cloud trim,cornhusk,,,6031,132.96,93,0,True
2288,,42,False,0,11.25,rare,7,legendary,admiral,,mighty broadsword,purple feet,orange plumage,celestial,avax trim,vermillion,,,966,252.68,138,0,True
2289,,43,False,0,11.5,nice,6,rare,cool dude 69,chicken choker,mighty broadsword,,gas guzzler,nightstalker blue,,turquoisey,,,4385,155.45,95,0,True
2290,,47,False,0,12.5,common,4,nice,,,big ol corn cob,blue kicks,,rustic brown,,royale,,,9175,91.5,93,79.9,True
2291,,43,False,0,11.5,nice,7,nice,sucker,chicken choker,old fashioned romance,,led,rustic brown,blue trim,vermillion,,,3811,164.1,95,0,True
2292,,42,False,0,11.25,rare,2,nice,,,,,,passion red,,turquoisey,,,992,251.53,138,0,True
2293,,53,True,450,14,common,4,Common,covid safe,,,,very fresh egg,mutant purple,,royale,,,9212,90.92,93,80,True
2294,,43,False,0,11.5,nice,6,rare,pixel cigarette,,a fresh baguette,purple leather boots,red plumage,gameboy,,cornhusk,,,2637,186.93,95,0,True
2295,,47,False,0,12.5,common,5,nice,admiral,red bowtie,,red feet,,passion red,,periwinkle,,,8132,106.86,93,0,True
2296,,22,False,0,6.25,common,4,Common,,,big ol corn cob,blue feet,,mutant purple,,vermillion,,,9982,60.01,93,25,True
2297,,42,False,0,11.25,common,4,nice,,,,red feet,red plumage,frognation green,,solana,,,9417,86.54,93,32.5,True
2298,,64,False,0,16.75,rare,6,elite,maverick,,hentai,red leather boots,orange plumage,passion red,,vermillion,,,1826,210.24,138,29.86,True
2299,,15,False,0,4.5,common,6,nice,sucker,red bowtie,,black vans,led,mutant purple,,cornhusk,,,5489,140.16,93,2.99,True
2300,,13,False,0,4,rare,5,elite,,red bandana,nugget wand,blue kicks,,nightstalker blue,,moon,,,1060,247.82,138,45,True
2301,Smokin Joe Egger,37,True,186.9,10,rare,7,elite,pixel cigarette,dollar chain,,purple feet,orange plumage,crystalé,blue trim,vermillion,,,1536,222.14,138,36,True
2302,,27,False,0,7.5,elite,5,legendary,,purple bowtie,mighty broadsword,,gas guzzler,rustic brown,,galactic,,,672,274.32,145,82,True
2303,,41,False,0,11,rare,4,elite,,,action shorts,,,passion red,cloud trim,moon,,,1186,240.23,138,0,True
2304,,46,False,0,12.25,common,5,nice,,purple bowtie,a fresh baguette,red feet,,frognation green,,cornhusk,,,9697,79.12,93,1.3,True
2305,,47,False,0,12.5,nice,5,legendary,cool dude 69,avax bling,,red feet,,celestial,,cornhusk,,,2329,194.78,95,36.9,True
2306,,37,False,0,10,common,5,nice,nerdlinger,bitcoin bling,,,very fresh egg,nightstalker blue,,venus,,,6612,125.52,93,44,True
2307,Sherbock Holmes,41,False,0,11,common,5,rare,gentleman's pipe,,,red vans,very fresh egg,frognation green,,miami,,,5101,145.26,93,0,True
2308,Flexr,50,False,0,13.25,common,4,Common,nerdlinger,,human growth hormones,,,nightstalker blue,,vermillion,"“Hoorah!” Flexr bellowed as the quest was completed. “An that’s how it’s done my hens and coqs. Anothr day, anothr sweet, victorious quest!”",My muscles are my best clothes.,8480,102.52,93,19.8,True
2309,,33,False,0,9,common,4,nice,,purple bowtie,,blue feet,,gameboy,,royale,,,9806,74.41,93,15,True
2310,,45,False,0,12,rare,5,rare,lucky blue cap,ethereum gwei guzzler,,green feet,,pixel-chan,,royale,,,1358,230.55,138,33,True
2311,,33,False,0,9,nice,6,rare,uniquehorn,chains for days,human growth hormones,,red plumage,frognation green,,vibe,,,4358,156.09,95,30,True
2312,,45,False,0,12,nice,5,rare,cheeky redhead,avax bling,,,gas guzzler,rustic brown,,venus,,,2899,181.26,95,6,True
2313,,38,False,0,10.25,common,5,rare,moustache,,,green feet,orange plumage,nightstalker blue,,royale,,,8253,105.49,93,0,True
2314,,32,False,0,8.75,common,4,rare,,,spell wand,purple feet,,pixel-chan,,vibe,,,5032,146.18,93,30,True
2315,Saint Valhentina,49,False,0,13,nice,5,rare,saint,dollar chain,a fresh baguette,,,passion red,,tangerine,"BIO
LF a Roostr to who can forage & bring home the $FEED
Luv 2 Bake
Won't Cluck on the first date 
Kinda Chikn you can bring home to roost",Hen in the Streets & CHIKN in the Sheets,3195,175.05,95,0,True
2316,Bgork,46,False,0,12.25,nice,5,rare,charcoal brunette,,,red feet,led,mutant purple,,periwinkle,,,3726,165.49,95,16,True
2317,,29,False,0,8,nice,5,legendary,construction helmet,,summer days,,big mama fat pipes,rustic brown,,plum,,,4763,149.89,95,35,True
2318,,37,False,0,10,common,6,nice,,red bowtie,fresh fish,purple feet,red plumage,passion red,,cornhusk,,,7465,115.05,93,12,True
2319,,53,False,0,14,nice,7,nice,lucky blue cap,red bowtie,a fresh baguette,red feet,very fresh egg,frognation green,,vermillion,,,3864,163.39,95,15,True
2320,,45,False,0,12,common,4,rare,,,popsicle,,,gameboy,space trim,vermillion,,,5827,135.49,93,70,True
2321,,50,False,0,13.25,common,5,rare,blue mage,avax bling,,,golden egg,mutant purple,,cornhusk,,,6590,125.79,93,7,True
2322,,27,False,0,7.5,common,6,nice,red mage,hairy old man,,green feet,liarliar,nightstalker blue,,turquoisey,,,7224,117.98,93,0,True
2323,chikn'tana,35,False,0,9.5,elite,8,nice,savage beast,chains for days,peacemaker,green feet,liarliar,passion red,avax trim,periwinkle,,,334,322.83,145,0,True
2324,,32,False,0,8.75,common,5,nice,uniquehorn,mim bling,big ol corn cob,,,passion red,,cornhusk,,,7274,117.42,93,10,True
2325,nUggs,47,False,0,12.5,nice,5,rare,,ethereum bling,a fresh baguette,comfortable uggs,,nightstalker blue,,miami,,,4416,155.04,95,12,True
2326,Red,33,False,0,9,common,4,nice,,,,red feet,red plumage,passion red,,vermillion,,,9890,70.05,93,9.49,True
2327,,33,False,0,9,nice,5,rare,mysterious fez,chicken choker,,,red plumage,rustic brown,,plum,,,3600,167.45,95,12,True
2328,,39,False,0,10.5,common,5,nice,,red bowtie,fresh fish,,,frognation green,blue trim,periwinkle,,,8143,106.75,93,9.49,True
2329,,45,False,0,12,common,5,rare,pillager,,,purple feet,golden egg,frognation green,,vibe,,,5182,144.29,93,66,True
2330,,17,False,0,5,nice,6,rare,,dollar chain,mighty broadsword,red vans,nyan,rustic brown,,miami,,,4158,158.77,95,12,True
2331,Hermano con Pesce Fresco,26,False,0,7.25,common,5,rare,moustache,,fresh fish,,nyan,mutant purple,,nugget,,,6240,130.12,93,25.89,True
2332,,41,False,0,11,common,5,nice,cool dude 69,,,blue feet,led,passion red,,cornhusk,,,9115,92.62,93,11,True
2333,,27,True,130,7.5,nice,5,legendary,sucker,avax bling,,real feet,,frognation green,,miami,,,2222,197.83,95,12,True
2334,,18,False,0,5.25,rare,6,elite,covid safe,,summer days,red leather boots,golden plumage,passion red,,periwinkle,,,1544,221.56,138,19,True
2335,,40,False,0,10.75,common,5,legendary,purple sweatband,,blue bag,,big mama fat pipes,nightstalker blue,,cornhusk,,,5738,136.48,93,35,True
2336,,16,False,0,4.75,common,4,elite,admiral,,,,nyan,passion red,,cloud,,,7280,117.35,93,0,True
2337,,29,False,0,8,rare,2,rare,,,,,,pixel-chan,,plum,,,805,264.2,138,35,True
2338,,50,False,0,13.25,nice,6,rare,deal with it,wage slave,,blue kicks,,rustic brown,space trim,vermillion,,,3250,173.6,95,34,True
2339,,61,False,0,16,nice,6,elite,black sweatband,,hentai,red feet,,mutant purple,cloud trim,cornhusk,,,2692,185.71,95,0,True
2340,,61,False,0,16,elite,5,elite,inherited royalty,,hentai,,golden egg,mutant purple,,cornhusk,,,514,291.3,145,0,True
2341,,61,False,0,16,rare,6,elite,cheeky redhead,,peacemaker,purple feet,very fresh egg,nightstalker blue,,moon,,,977,252.23,138,0,True
2342,,61,False,0,16,elite,5,elite,hamlet,,nugget wand,,nyan,rustic brown,,royale,,,369,315.19,145,0,True
2343,,61,False,0,16,common,5,nice,admiral,chains for days,old fashioned romance,,,passion red,,plum,,,7333,116.78,93,0,True
2344,,61,False,0,16,rare,6,rare,laser eye,,hentai,green feet,,passion red,blue trim,cornhusk,,,1262,235.43,138,0,True
2345,,61,False,0,16,common,5,rare,deal with it,ethereum bling,,blue kicks,,pixel-chan,,cornhusk,,,5548,139.39,93,0,True
2346,,61,False,0,16,common,5,nice,gentleman's pipe,,,blue feet,liarliar,rustic brown,,solana,,,8349,104.26,93,0,True
2347,,60,False,0,15.75,rare,5,elite,crusader,purple bowtie,action shorts,,,nightstalker blue,,nugget,,,1930,206.51,138,0,True
2348,,60,False,0,15.75,nice,5,elite,construction helmet,,action shorts,,,nightstalker blue,black trim,turquoisey,,,2399,193.1,95,0,True
2349,,60,False,0,15.75,nice,5,elite,maverick,,action shorts,,orange plumage,passion red,,vermillion,,,3858,163.46,95,0,True
2350,,60,False,0,15.75,common,6,rare,purple sweatband,ethereum bling,,blue feet,golden egg,frognation green,,cornhusk,,,5692,137.12,93,0,True
2351,,60,False,0,15.75,common,5,rare,,mim bling,mighty broadsword,,very fresh egg,mutant purple,,miami,,,7247,117.76,93,0,True
2352,,60,False,0,15.75,common,5,rare,cool dude 69,hairy old man,,red feet,,pixel-chan,,tangerine,,,6805,123.14,93,0,True
2353,,60,False,0,15.75,common,5,nice,pixel cigarette,ethereum bling,,green feet,,gameboy,,cornhusk,,,6712,124.37,93,0,True
2354,,60,False,0,15.75,common,5,nice,,wage slave,summer days,,led,nightstalker blue,,tangerine,,,9169,91.6,93,0,True
2355,,60,False,0,15.75,nice,7,nice,moustache,hairy old man,,green feet,very fresh egg,passion red,avax trim,royale,,,4863,148.47,95,0,True
