ID,Name,Rarity,Rarest Tile,For Sale,Sale Price,Last Price,Bigness,Size,Fertility,Multiplier,Score,Avg/Tile,Dark Matter,Avaxium,Gold,Mana,Tungsten,Mech,Liquidium,Veg,Lumber,Stone,pyramid_Annuit,pyramid_Avax,BoneDaddy,Goldmine,ChiknMountain,Excalibur,Meteor,Tungsten,Ruin,Red_Windmill,Golf,Graveyard,HelicopterPad,Mountain_Crystal,BigHole,Old_Windmill,Water,SmallFarm_Wheat_Fence,Mountain,Pond_Circle,Pond_Corner,Corn,SmallFarm_Corn,SmallFarm_Corn_Fence,SmallFarm_Cabbage,SmallFarm_Cabbage_Fence,SmallFarm_Empty,Grass_Mushrooms,SmallFarm_Wheat,Wheat,Woods,Roqs,CoqRoqs,Tasty Feed,Orchard,Hills,Meadow,Grass_Trees,Grass_Full,Grass_Thin
95,,,Nice,False,0,15.8,vast,36,0,4,158.43,19.80375,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,2
96,,Wholesome,Elite,False,0,54,infinite,120,35545,6.75,592.6,24.691666666666666,0,1,0,0,0,1,0,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,2,2,0,1,2,2,1,2,5
97,,,Elite,False,0,5.5,big,20,410.3553214,4,243.04999999999998,48.61,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
98,,Superb,Legendary,False,0,0,infinite,120,86011.0552737037,8.25,1580.5199999999998,65.85499999999999,1,0,0,2,2,1,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1,1,0,3,5,4
99,Sunshine Acres,Lush,Elite,False,0,155,infinite,120,24804.165537636927,6.25,978.98,40.79083333333333,0,1,0,1,0,0,2,4,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,2,0,3,4,1,4
100,,,Legendary,False,0,0,vast,40,12872.817425148149,5.5,1111.3200000000002,123.48000000000002,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1
101,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,,Legendary,False,0,0,massive,95,35554.3087396288,6.75,912.0600000000003,45.603000000000016,0,0,0,1,0,1,1,6,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,2,1,0,3,1,0,1,0,0,1,1,4
103,,,Legendary,True,450,0,massive,86,0,4,1215.4100000000003,67.52277777777779,0,1,1,1,0,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,3,1,3,0,0,3
104,,Wholesome,Nice,False,0,0,infinite,120,109866.28839836473,8.75,493.1,20.545833333333334,0,0,0,3,0,1,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,4,0,1,1,0,1,1,0,2,2,5
105,,,Rare,False,0,19.99,humble,10,0,4,119.34,39.78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,Wholesome,Elite,False,0,10,infinite,120,154083,9.5,710.8500000000003,29.61875000000001,0,0,0,2,0,0,1,5,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,2,0,2,2,1,4,0,5
108,,,Nice,False,0,0,humble,5,0,4,54.699999999999996,27.349999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,,Common,False,0,0,humble,5,0,4,29.4,14.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
111,,,Legendary,False,0,0,vast,38,0,4,1126.4499999999998,140.80624999999998,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
112,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,,,Nice,True,69,24.5,vast,46,0,4,213.89000000000001,21.389000000000003,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,2
114,,,Elite,False,0,0,vast,60,16350.009139482761,5.75,606.16,46.62769230769231,0,1,0,2,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,0,1,0,1,0,2,0
115,,,Nice,False,0,0,vast,43,1372,4.25,183.04000000000002,20.33777777777778,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,2,0,1,0,0
116,,,Elite,False,0,0,vast,66,48961.99962796911,7.25,463.80999999999995,33.12928571428571,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,2,2
117,,Wholesome,Legendary,False,0,0,infinite,123,48353.84625902964,7,814.3200000000002,33.93000000000001,0,0,0,2,0,0,1,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,1,1,4,4,1,5
118,,,Rare,False,0,11.5,big,20,0,4,167.6,33.519999999999996,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
119,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,,,Common,False,0,0,humble,5,0,4,30.009999999999998,15.004999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
121,,,Rare,False,0,0,massive,81,88102.7994725167,8.25,432.39000000000004,25.434705882352944,0,0,0,0,0,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,1,3,3,2,1
122,,,Common,False,0,0,big,22,0,4,82.54999999999998,16.509999999999998,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0
123,,,Rare,False,0,9,big,35,0,4,254.93,31.86625,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0
124,Ropian's Ranch,Marvelous,Legendary,False,0,0,infinite,120,75086.82513376023,8,1826.0299999999997,76.08458333333333,0,0,2,5,0,1,0,4,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,1,0,1,2,0,3,0,4
125,,,Common,False,0,0,humble,4,0,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,,,Nice,False,0,0,humble,6,0,4,46.26,23.13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
127,,,Nice,False,0,0,humble,12,0,4,65.06,21.686666666666667,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
128,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,,Rare,False,0,5,big,35,7207.000397591161,5,256.22,32.0275,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1
130,,,Nice,False,0,4,big,17,975.5922685185185,4,72.16,18.04,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
131,,,Elite,False,0,0,humble,5,4942,4.75,334.26,167.13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,,Elite,False,0,64,vast,73,0,4,720.84,48.056000000000004,1,0,0,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,3
133,,,Elite,False,0,0,humble,12,3009,4.5,221.7,73.89999999999999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
134,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,,Elite,False,0,0,big,20,0,4,245.21000000000004,49.04200000000001,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
136,,,Rare,False,0,0,vast,38,35545,6.75,309.44999999999993,38.68124999999999,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2
137,,,Nice,False,0,15,vast,38,4825.574086168243,4.5,177.05,22.13125,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2
138,Nouvelle Provence,Wholesome,Rare,False,0,0,infinite,120,16350,5.75,659.4000000000001,27.475000000000005,0,0,0,1,0,1,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,1,2,1,2,0,1,0,5,0,2,3
139,,,Rare,False,0,0,big,20,3009,4.5,154.28,30.856,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1
140,,,Rare,False,0,8,big,26,0,4,171.23999999999998,28.539999999999996,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1
141,,,Nice,False,0,0,humble,10,0,4,85.56,28.52,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
142,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,,Elite,False,0,0,massive,97,25555.359745720452,6.25,804.97,40.2485,0,0,1,1,0,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,2,1,3,0,3
144,,,Nice,False,0,5,big,20,1372,4.25,115.19,23.038,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
145,The Kingdom of Boksalot,Marvelous,Legendary,False,0,0,infinite,153,1275055.8599831145,16,2033.4299999999998,84.72625,2,0,1,3,0,3,0,2,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,2,1,3,1,2,2
146,,,Nice,False,0,0,big,16,0,4,72.31,18.0775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
147,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Anatolian Heartland,Wholesome,Rare,False,0,0,infinite,122,1275000.5833687647,16,756.2600000000003,31.51083333333335,0,0,0,0,0,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,3,1,3,1,5
149,,,Legendary,False,0,0,big,20,1372,4.25,467.24999999999994,93.44999999999999,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
150,,,Common,False,0,0,humble,15,0,4,46.43,11.6075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
151,,,Elite,False,0,0,vast,60,0,4,584.7800000000001,44.98307692307693,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,1,3
152,,,Rare,False,0,0,humble,10,0,4,108.53,36.17666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
153,,,Rare,True,64.47,23.91,big,28,4942,4.75,178.96,29.826666666666668,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
154,,,Common,False,0,0,humble,15,0,4,66.59,16.6475,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
155,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,,Elite,False,0,0,massive,85,30180.841564492395,6.5,795.8600000000002,44.21444444444446,0,0,3,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,1,0,1,1,2,2,1,0
157,,,Common,False,0,0,humble,6,0,4,20.16,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
158,,,Rare,False,0,24.8,humble,13,0,4,114.34,38.11333333333334,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
159,,,Rare,False,0,0,vast,50,20320.43864853609,6,285.65999999999997,25.969090909090905,0,0,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,1,0,2
160,,Bountiful,Legendary,False,0,0,infinite,121,65464.12361117775,7.75,1390.9299999999998,57.95541666666666,1,0,0,1,4,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,3,0,0,1,2,3,0,3,4
161,,,Rare,False,0,0,vast,44,20471.187694962962,6,231.92000000000002,25.768888888888892,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,1,1,0,1
162,,,Rare,False,0,0,big,21,936.6363425925927,4,176.32999999999998,35.266,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
163,,,Rare,False,0,0,vast,36,7273.999874861929,5,214.79,26.84875,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0
164,,,Legendary,True,129,20,vast,70,0,4,864.8600000000002,57.65733333333335,1,0,0,0,0,2,0,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,1,0,1,0,1,1,1,0,0,2
165,,,Nice,False,0,9,big,23,894.5611641037037,4,123.03,24.606,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
166,,,Nice,False,0,6,big,25,0,4,99.95,16.658333333333335,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2
167,,,Rare,False,0,0,big,22,5053.130162037038,4.75,213,42.6,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
168,,,Elite,False,0,0,big,18,111.10752810486105,4,285.71,71.4275,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
169,,,Common,False,0,0,humble,11,0,4,33.58,11.193333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
170,,,Elite,False,0,0,humble,10,0,4,190.37,63.45666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
171,,,Elite,False,0,0,humble,5,25,4,182.79000000000002,91.39500000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172,#2CaptiaNifty,,Legendary,True,280,9,vast,50,225,4,622.88,56.625454545454545,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,2,1
173,,,Rare,False,0,7.45,vast,37,243.9717361111111,4,280.28999999999996,35.036249999999995,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1
174,,,Nice,False,0,0,humble,15,7722.282453703704,5,61.36,15.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
175,,,Elite,True,1666,0,massive,92,20312,6,1048.3900000000003,55.1784210526316,0,1,0,2,0,0,2,5,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,2,0,0,1,1,1,2,1,1
176,,,Nice,False,0,0,vast,45,0,4,180.3,18.03,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,2,0,1,1
177,,,Nice,False,0,4.5,humble,10,100,4,69.05,23.016666666666666,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
178,,,Nice,False,0,6.5,big,25,3009,4.5,134.73,22.455,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
179,,,Common,True,24,12,humble,15,0,4,64.43,16.1075,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
180,,,Nice,True,30,3.25,vast,36,0,4,175.41,21.92625,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1
181,,,Common,False,0,28.44,big,35,0,4,139.71,17.46375,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,1,1
182,,,Elite,False,0,0,vast,42,0,4,349.89,38.876666666666665,0,0,0,2,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0
183,,,Legendary,False,0,0,vast,63,1539.7707803528504,4.25,874.4100000000001,67.2623076923077,1,1,0,0,0,0,1,4,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0
184,,,Elite,False,0,0,vast,49,48961,7.25,543.19,54.319,1,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0
185,,,Elite,False,0,7.4,big,35,0,4,414.94000000000005,51.86750000000001,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
186,,,Nice,False,0,0,humble,12,0,4,56.5,18.833333333333332,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
187,,,Nice,False,0,0,big,20,0,4,117.12,23.424,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
188,,,Common,False,0,0,humble,2,0,4,11.2,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,,,Nice,False,0,0,vast,37,0,4,137.71,17.21375,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2
190,,,Elite,False,0,0,massive,84,35545,6.75,472.2899999999999,27.78176470588235,0,0,1,1,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,2,1,0,0,5,1
191,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,,,Elite,False,0,0,vast,36,0,4,269.18,33.6475,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,2
